RecipeId,Barcode,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions,extracted_image_urls,extracted_ingredients
220.0,*220*,Chocolate Zucchini Bread,1604.0,itsjustme,PT1H,PT25M,PT1H25M,1999-08-07T09:18:00Z,Make and share this Chocolate Zucchini Bread recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/V4O52EGNQlCwno2EDOa4_zucchinnibread3%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/2rp90sY9Q96l93ATXIsR_zucchinnibread1%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/220/WgGTZM7mSLeMEnLraslw_IMG_4717.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/picuHKLvl.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/pic0sEwXu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/ox0bM5LFTvamSUZZrvGJ_zucchinnibread2%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/zrkZ5Dc3RdyIotK1LwV7_IMG_4718.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/NiKUyiO5Tt2T3IQzUpRi_IMG_4717.JPG"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/Odj8qst8T1eVOImGOCWg_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/pic6dBbjd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/picVl9WPD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/picAqmOmd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/picdChvnL.jpg""
)",Quick Breads,"c(""Breads"", ""Vegetable"", ""Sweet"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""3"", ""1"", ""2"", ""1"", ""2"", ""2 1/2"", ""1/2"", ""1"", ""1"", ""1"", ""1/4"")","c(""eggs"", ""sugar"", ""vanilla extract"", ""zucchini"", ""all-purpose flour"", ""salt"", ""baking soda"", ""cinnamon"", ""baking powder"")",5.0,162.0,501.2,24.2,3.7,55.8,392.8,67.6,2.7,40.9,6.3,10.0,2 loaves,"c(""In a mixing bowl, beat eggs, oil, sugar and vanilla."", ""Stir in zucchini."", ""Combine dry ingredients; add to zucchini mixture and mix well."", ""Pour into two greased 8x4x3-inch loaf pans."", ""Bake at 350°F for 1 hour or until bread tests done.  Makes 2 loaves."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/V4O52EGNQlCwno2EDOa4_zucchinnibread3%20(1%20of%201).jpg']","['eggs', 'sugar', 'vanilla extract', 'zucchini', 'all-purpose flour', 'salt', 'baking soda', 'cinnamon', 'baking powder']"
221.0,*221*,Chocolate Chip Muffins,1752.0,Bob Ross,PT40M,PT55M,PT1H35M,1999-09-12T05:54:00Z,When I find my bananas getting too ripe I freeze them for later use.  Just thaw them in the microwave when you want to use.  Here is a recipe for chocolate chip muffins that uses one banana. They even taste healthy :-),"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/1/picmE4uiZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/1/picjXaLFo.jpg"")",Quick Breads,"c(""Breads"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1 3/4"", ""1/2"", ""2 1/2"", ""1"", ""1/2"", ""2"", ""1"", ""1/3"", ""1"")","c(""all-purpose flour"", ""whole wheat flour"", ""baking powder"", ""banana"", ""brown sugar"", ""eggs"", ""milk"", ""butter"", ""chocolate chips"")",5.0,9.0,264.6,11.2,6.5,51.6,139.4,38.8,2.2,17.8,5.0,12.0,12 muffins,"c(""Preheat oven to 400 degrees Fahrenheit."", ""Butter 12 large muffin pans well or line with  paper muffin cups."", ""Sift together all-purpose flour, whole wheat flour, and baking powder. Reserve."", ""Combine mashed banana with brown sugar until smooth."", ""Beat in eggs, milk and melted butter."", ""Stir in dry ingredients only until blended."", ""Quickly stir in chocolate chips. Do not overbeat."", ""Spoon mixture into prepared muffin cups. An ice cream scoop  works  well for this."", ""Bake 25 minutes or until browned slightly."", 
""Cool on  racks."", ""Preparation time 15 minutes, Cooking Time 25 minutes, Yield 12 large muffins."", ""RJ's Note: Tested recipe August 31, 1999."", ""I substituted 1/3 cup canola oil instead of butter."", ""The banana and chocolate chips give the muffin a nice flavour and it is not overly sweet.  Tastes almost healthy :-)."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/1/picmE4uiZ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/1/picjXaLFo.jpg']","['all-purpose flour', 'whole wheat flour', 'baking powder', 'banana', 'brown sugar', 'eggs', 'milk', 'butter', 'chocolate chips']"
228.0,*228*,Chocolate Coffee,1530.0,Carole Reu,,PT10M,PT10M,1999-08-21T11:14:00Z,Make and share this Chocolate Coffee recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picky2WNd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picABRvk5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picDRN1ws.jpg"")",Beverages,"c(""Low Protein"", ""< 15 Mins"", ""Easy"")","c(""4"", ""2"", ""4"", ""3/4"", NA)","c(""half-and-half"", ""brewed coffee"")",5.0,6.0,308.3,19.3,11.9,29.9,43.5,20.3,3.1,11.5,5.0,6.0,,"c(""Bring chocolate and half and half to a boil in a large saucepan over medium heat stirring constantly; stir in coffee."", ""Remove from heat; stir in liqueur."", ""Serve  with sweetened whipped cream."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picky2WNd.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picABRvk5.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picDRN1ws.jpg']","['half-and-half', 'brewed coffee']"
230.0,*230*,Fudgy Chocolate Crinkle Cookies,1530.0,Carole Reu,PT12M,PT10M,PT22M,1999-08-20T10:08:00Z,Make and share this Fudgy Chocolate Crinkle Cookies recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/0/picnPKYOC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/0/picUzP7gL.jpg"")",Dessert,"c(""Cookie & Brownie"", ""< 30 Mins"", ""For Large Groups"", ""Oven"", ""Easy"")","c(""1/2"", ""4"", ""2"", ""4"", ""2"", ""1/2"", ""2"", ""2"", ""1"")","c(""sugar"", ""eggs"", ""vanilla"", ""salt"", ""flour"", ""baking powder"", ""powdered sugar"")",5.0,13.0,298.7,11.9,3.6,52.9,137.7,46.8,1.6,32.6,4.1,16.0,48 cookies,"c(""Mix oil, chocolate, sugar; blend in eggs."", ""Add vanilla, salt, baking powder and flour."", ""Cover and chill several hours or overnight."", ""Preheat oven to 350F and grease your cookie sheets."", ""Roll 1 tbsp dough into a ball and roll around in powdered sugar to coat."", ""Place on greased cookie sheet and bake for 10 to 12  minutes."", ""Remove from baking sheet and cool."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/0/picnPKYOC.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/0/picUzP7gL.jpg']","['sugar', 'eggs', 'vanilla', 'salt', 'flour', 'baking powder', 'powdered sugar']"
232.0,*232*,Chocolate Cream Meringue Pie,1530.0,Carole Reu,PT19M,PT35M,PT54M,1999-08-21T10:27:00Z,Make and share this Chocolate Cream Meringue Pie recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/2/picoZjAEx.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/2/picf5rb8B.jpg"")",Pie,"c(""Dessert"", ""< 60 Mins"", ""Oven"")","c(""1"", ""1"", ""1/2"", ""6"", ""1/2"", ""2"", ""3"", ""1/2"", ""2"", ""4"", ""1/2"", ""6"")","c(""sugar"", ""all-purpose flour"", ""salt"", ""milk"", ""butter"", ""margarine"", ""vanilla"", ""cream of tartar"", ""sugar"")",4.5,22.0,456.1,23.4,11.4,101.3,425.1,56.4,2.4,34.8,7.8,8.0,,"c(""FILLING:"", ""Combine sugar, flour, cocoa, and salt in medium saucepan; stir in milk."", ""Cook  over medium heat, stirring constantly until mixture boils; remove from heat."", ""Stir half of the mixture into beaten egg yolks; return egg mixture to saucepan."", ""Continue cooking and stirring over medium heat until mixture boils; boil and  stir for 1 minute."", ""Remove from heat and stir in butter and vanilla."", ""Cool for  10 minutes."", ""Pour into pre-baked pie shell."", ""MERINGUE TOPPING:"", ""Heat oven to 350°F."", 
""In small mixing bowl, beat egg whites and cream of tartar until foamy."", ""Gradually add sugar and beat until stiff peaks form."", ""Spread this on warm pie  filling, carefully sealing to the edges of crust."", ""Bake 5 to 8 minutes or just  until meringue is lightly browned."", ""Cool to room temperature; chill for several  hours."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/2/picoZjAEx.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/2/picf5rb8B.jpg']","['sugar', 'all-purpose flour', 'salt', 'milk', 'butter', 'margarine', 'vanilla', 'cream of tartar', 'sugar']"
238.0,*238*,Chicken Giblets or Livers,1598.0,Miss Daisy,PT5M,PT25M,PT30M,1999-08-25T06:01:00Z,"Giblets :  The edible inner parts of poultry, including the gizzard, heart, liver and kidneys ....... This recipes was devised to use up all the giblets left over from home slaughtered chickens!  You can use either giblets or just livers in this recipe.  However, the cooking time for giblets is longer than that for livers.  Giblets need 15 - 20 minutes, but the livers should be added only 5 - 8 minutes before serving.  Have lots of fresh bread and rolls on hand to dip into the sauce!","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picWtSDwE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picfXlOXE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picKpI8DV.jpg"")",Chicken Livers,"c(""Chicken"", ""Poultry"", ""Meat"", ""Portuguese"", ""European"", ""< 30 Mins"", ""Stove Top"")","c(""1"", ""20"", ""2"", ""1"", ""5"", ""1"", NA, NA, ""2"", ""2"", ""100"")","c(""chicken giblets"", ""olive oil"", ""cumin"", ""clove"", ""paprika"", ""bay leaf"", ""piri-piri"", ""onions"", ""garlic"", ""white wine"")",5.0,3.0,506.5,27.5,7.2,599.9,196.5,12.5,1.1,2.7,45.5,,,"c(""Fry the giblets and/or livers in the olive oil until brown."", ""Add the spices and seasonings and stir well."", ""Add the chopped onion and garlic.  Fry for 5 minutes."", ""Add wine and simmer gently until cooked."", ""If you are cooking giblets only, a little water may be added if necessary."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picWtSDwE.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picfXlOXE.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picKpI8DV.jpg']","['chicken giblets', 'olive oil', 'cumin', 'clove', 'paprika', 'bay leaf', 'piri-piri', 'onions', 'garlic', 'white wine']"
243.0,*243*,Amber and Zach's Kisses,1538.0,Duckie067,,PT35M,PT35M,1999-09-13T11:02:00Z,Make and share this Amber and Zach's Kisses recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/3/picjGKQRO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/3/piczjFzcO.jpg"")",Dessert,"c(""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""For Large Groups"", ""Oven"", ""Easy"")","c(""3"", ""1 1/4"", ""1"", ""1"")","c(""granulated sugar"", ""baking powder"", ""salt"")",5.0,3.0,42.6,0.0,0.0,0.0,28.4,10.5,0.0,10.4,0.5,,,"c(""Beat egg whites until they are very stiff."", ""Add the sugar slowly while beating the stiff egg whites."", ""Drop by teaspoonfuls onto waxed paper lined cookie sheet."", ""Bake at 275 degrees Fahrenheit for 50 minutes."", ""Adds a wonderful decoration to anything edible or eat them by themselves."", ""For a colorful variation, separate into small bowls and add small drops of food coloring to a more colorful decoration."", ""Experiment with  them."", ""Use your imagination to make all kinds of food art; flowers, smiley faces, animals, etc.""
)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/3/picjGKQRO.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/3/piczjFzcO.jpg']","['granulated sugar', 'baking powder', 'salt']"
251.0,*251*,Thai Chicken Noodles,1601.0,Gilcat2,PT36M,PT35M,PT1H11M,1999-09-04T20:47:00Z,Make and share this Thai Chicken Noodles recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picRSGryq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picKpJkP0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picbsZNME.jpg"")",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Thai"", ""Asian"", ""Healthy"", ""Weeknight"", ""< 4 Hours"")","c(""4"", ""2"", NA, ""8"", ""6"", ""3/4"", ""4"", ""6"", ""1"", ""3"", ""2"", ""1"", ""1/2"", ""2"", ""2"")","c(""boneless skinless chicken breast halves"", ""white wine"", ""garlic cloves"", ""shallots"", ""shrimp"", ""tomato paste"", ""sugar"", ""nam pla"", ""bean sprouts"", ""basil"", ""peanuts"")",4.0,9.0,616.9,5.0,1.0,151.2,780.5,96.3,4.0,12.4,43.9,4.0,,"c(""Marinate chicken in wine 30 minutes."", ""In a small skillet, saute garlic and shallots in 3 Tablespoons oil until crisp; drain, reserving oil."", ""Boil rice vermicelli noodles 2 minutes; drain; toss with garlic oil."", ""Grind red chilies."", ""In a wok, heat 1 tablespoon oil and fry chilies 1 minute, until aroma mellows."", ""Add chicken and wine, and sliced Chinese mushrooms; stir-fry 3 minutes."", ""Add shrimp; heat through; add tomato paste, 2 tablespoons sugar, and nam pla."", ""Add bean sprouts and basil; stir 2 minutes."", 
""Add noodles; toss."", ""Garnish with garlic, shallots, and peanuts."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picRSGryq.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picKpJkP0.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picbsZNME.jpg']","['boneless skinless chicken breast halves', 'white wine', 'garlic cloves', 'shallots', 'shrimp', 'tomato paste', 'sugar', 'nam pla', 'bean sprouts', 'basil', 'peanuts']"
252.0,*252*,Sorrel Tarragon Sauce,1554.0,Jacques Lorrain,PT4H,PT25M,PT4H25M,1999-10-03T23:28:00Z,Make and share this Sorrel Tarragon Sauce recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/2/picY6RiAl.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/2/picWdQjhQ.jpg"")",Weeknight,,"c(""3/4"", ""3/4"", ""1/3"", ""2"", ""2"", ""1"", ""1"", ""1"")","c(""mayonnaise"", ""sour cream"", ""fresh sorrel"", ""arugula"", ""fresh tarragon"", ""dried tarragon"", ""fresh chives"", ""green onion tops"", ""fresh parsley"", ""fresh lemon juice"", ""garlic"")",4.0,2.0,706.3,62.5,19.1,90.3,933.4,36.3,0.7,11.9,5.3,,1 1/2 cups,"c(""Mix all ingredients in medium bowl."", ""Season with salt and pepper."", ""Cover and chill at least 4 hours."", ""(Can be prepared 1 day ahead. Keep refrigerated.)"")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/2/picY6RiAl.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/2/picWdQjhQ.jpg']","['mayonnaise', 'sour cream', 'fresh sorrel', 'arugula', 'fresh tarragon', 'dried tarragon', 'fresh chives', 'green onion tops', 'fresh parsley', 'fresh lemon juice', 'garlic']"
266.0,*266*,Twice-Baked Potatoes (Microwave),1704.0,HELEN PEAGRAM_40951,PT27M,PT50M,PT1H17M,1999-09-15T03:57:00Z,Make and share this Twice-Baked Potatoes (Microwave) recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/pic1M4xec.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picpBbdpy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picuNLXQU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picCmZPFe.jpg"")",Potato,"c(""Vegetable"", ""Low Protein"", ""Weeknight"", ""Microwave"", ""< 4 Hours"")","c(""4"", ""6"", ""1/4"", ""2"", ""1/2"", ""1/2"", ""1/8"", NA)","c(""baking potatoes"", ""bacon"", ""butter"", ""margarine"", ""green onions"", ""milk"", ""salt"", ""pepper"", ""paprika"")",4.5,6.0,154.5,9.1,4.9,21.5,257.0,16.1,1.4,0.7,2.7,8.0,,"c(""Pierce well-scrubbed potatoes twice."", ""Place 1 inch apart on paper towel in microwave oven."", ""Microwave at HIGH 10-1/2 to 12-1/2 minutes, or until  just softened, rearranging and turning over after half the cooking  time."", ""Let stand, covered with a bowl, for 5 minutes."", ""Place bacon on paper towel lined plate. Cover with paper towel."", ""Microwave at HIGH 5 to 6 minutes, or until crisp."", ""Drain bacon on paper towel; crumble."", ""Place butter and green onion in 2 quart casserole; cover."", ""Microwave at HIGH 1-1/2 to 2 minutes, or until butter is melted and onion is tender."", 
""Cut potatoes in half lengthwise."", ""Scoop out center; place in casserole with onion-butter and bacon."", ""Add milk, salt and pepper; mash until fluffy."", ""Spoon into potato shells."", ""Arrange on paper towel-lined microwaveable baking sheet."", ""Sprinkle with paprika."", ""Microwave at HIGH 3 to 7 minutes, or until heated, rotating 1/2 turn."", ""Garnish with additional chopped green onion, if desired."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/pic1M4xec.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picpBbdpy.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picuNLXQU.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picCmZPFe.jpg']","['baking potatoes', 'bacon', 'butter', 'margarine', 'green onions', 'milk', 'salt', 'pepper', 'paprika']"
267.0,*267*,Twice Baked Potatoes,1704.0,HELEN PEAGRAM_40951,PT1H45M,PT50M,PT2H35M,1999-09-15T03:57:00Z,Make and share this Twice Baked Potatoes recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/7/picmkFSou.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/7/267.jpg"")",Potato,"c(""Vegetable"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""6"", ""1/2"", ""1/4"", ""1"", ""1/2"", ""1/4"", ""1"", ""1/4"", NA)","c(""baking potatoes"", ""milk"", ""butter"", ""egg"", ""parmesan cheese"", ""nutmeg"", ""chives"", ""green onion top"", ""paprika"")",5.0,26.0,186.0,8.8,5.3,49.3,156.8,21.6,1.9,1.0,5.7,,8 halves,"c(""Heat oven to 400 degrees Fahrenheit."", ""Scrub potatoes; prick several times with a fork."", ""Place in oven; bake 50 to 60 minutes until potatoes feel soft when squeezed."", ""Remove and cool 15 minutes; half potatoes length wise (carefully)."", ""Using a small spoon scoop out pulp into a large bowl, leaving a 1/4 inch thick shell."", ""Save the best 8 shells."", ""Freeze the remaining shells for French fries or stuffed potato skins."", ""Simmer milk and butter until butter melts."", ""Pour over potato pulp and mash or beat until almost smooth."", 
""Add egg, half of cheese,salt, pepper and nutmeg."", ""Mash until almost smooth."", ""Fill shells using about 1/3 cup mixture per shell."", ""Sprinkle with chives or green onion, remaining cheese and a little paprika."", ""Reduce oven heat to 350 degrees Fahrenheit."", ""Place shells on cookie sheet."", ""Bake for 30 minutes until puffed and brown."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/7/picmkFSou.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/7/267.jpg']","['baking potatoes', 'milk', 'butter', 'egg', 'parmesan cheese', 'nutmeg', 'chives', 'green onion top', 'paprika']"
271.0,*271*,Lemon Curried Lamb Chops,1543.0,Doreen Randal,PT20M,PT2H,PT2H20M,1999-09-12T06:15:00Z,Make and share this Lemon Curried Lamb Chops recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picd5otmh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg"")",Lamb/Sheep,"c(""Meat"", ""Very Low Carbs"", ""Weeknight"", ""< 4 Hours"", ""Easy"")","c(""4"", ""1/3"", ""1"", ""3"", ""1/4"", ""1 1/2"")","c(""lamb chops"", ""lemon juice"", ""salt"", ""curry powder"", ""sugar"", ""butter"")",5.0,15.0,381.7,34.1,16.7,93.2,696.8,2.9,0.6,0.8,15.9,4.0,,"c(""Combine lemon juice, curry powder, salt and sugar."", ""Brush mixture over the chops and let stand for 2 hours to absorb the flavors."", ""Heat the  butter in a frying pan, cook until golden brown on both sides."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picd5otmh.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg']","['lamb chops', 'lemon juice', 'salt', 'curry powder', 'sugar', 'butter']"
